37.755215,-121.68335
,
37.755215,-121.627772
,
37.755215,-121.572194
,
37.755215,-121.516616
,
37.711717,-123.0728
,
37.711717,-123.017222
,
37.711717,-122.961644
,
37.711717,-122.906066
,
37.711717,-122.850488
,
37.711717,-122.79491
,
37.711717,-122.739332
,
37.711717,-122.683754
,
37.711717,-122.628176
,
37.711717,-122.572598
,
37.711717,-122.51702
,
37.711717,-122.461442
,
37.711717,-122.405864
,
37.711717,-122.350286
,
37.711717,-122.294708
,
37.711717,-122.23913
,
37.711717,-122.183552
,
37.711717,-122.127974
,
37.711717,-122.072396
,
37.711717,-122.016818
,
37.711717,-121.96124
,
37.711717,-121.905662
,
37.711717,-121.850084
,
37.711717,-121.794506
,
37.711717,-121.738928
,
37.711717,-121.68335
,
37.711717,-121.627772
,
37.711717,-121.572194
,
37.711717,-121.516616
,
37.668219,-123.0728
,
37.668219,-123.017222
,
37.668219,-122.961644
,
37.668219,-122.906066
,
37.668219,-122.850488
,
37.668219,-122.79491
,
37.668219,-122.739332
,
37.668219,-122.683754
,
37.668219,-122.628176
,
37.668219,-122.572598
,
37.668219,-122.51702
,
37.668219,-122.461442
,
37.668219,-122.405864
,
37.668219,-122.350286
,
37.668219,-122.294708
,
37.668219,-122.23913
,
37.668219,-122.183552
,
37.668219,-122.127974
,
37.668219,-122.072396
,
37.668219,-122.016818
,
37.668219,-121.96124
,
37.668219,-121.905662
,
37.668219,-121.850084
,
37.668219,-121.794506
,
37.668219,-121.738928
,
37.668219,-121.68335
,
37.668219,-121.627772
,
37.668219,-121.572194
,
37.668219,-121.516616
,
37.624721,-123.0728
,
37.624721,-123.017222
,
37.624721,-122.961644
,
37.624721,-122.906066
,
37.624721,-122.850488
,
37.624721,-122.79491
,
37.624721,-122.739332
,
37.624721,-122.683754
,
37.624721,-122.628176
,
37.624721,-122.572598
,
37.624721,-122.51702
,
37.624721,-122.461442
,
37.624721,-122.405864
,
37.624721,-122.350286
,
37.624721,-122.294708
,
37.624721,-122.23913
,
37.624721,-122.183552
,
37.624721,-122.127974
,
37.624721,-122.072396
,
37.624721,-122.016818
,
37.624721,-121.96124
,
37.624721,-121.905662
,
37.624721,-121.850084
,
37.624721,-121.794506
,
37.624721,-121.738928
,
37.624721,-121.68335
,
37.624721,-121.627772
,
37.624721,-121.572194
,
37.624721,-121.516616
,
37.581223,-123.0728
,
37.581223,-123.017222
,
37.581223,-122.961644
,
37.581223,-122.906066
,
37.581223,-122.850488
,
37.581223,-122.79491
,
37.581223,-122.739332
,
37.581223,-122.683754
,
37.581223,-122.628176
,
37.581223,-122.572598
,
37.581223,-122.51702
,
37.581223,-122.461442
,
37.581223,-122.405864
,
37.581223,-122.350286
,
37.581223,-122.294708
,
37.581223,-122.23913
,
37.581223,-122.183552
,
37.581223,-122.127974
,
37.581223,-122.072396
,
37.581223,-122.016818
,
37.581223,-121.96124
,
37.581223,-121.905662
,
37.581223,-121.850084
,
37.581223,-121.794506
,
37.581223,-121.738928
,
37.581223,-121.68335
,
37.581223,-121.627772
,
37.581223,-121.572194
,
37.581223,-121.516616
,
37.537725,-123.0728
,
37.537725,-123.017222
,
37.537725,-122.961644
,
37.537725,-122.906066
,
37.537725,-122.850488
,
37.537725,-122.79491
,
37.537725,-122.739332
,
37.537725,-122.683754
,
37.537725,-122.628176
,
37.537725,-122.572598
,
37.537725,-122.51702
,
37.537725,-122.461442
,
37.537725,-122.405864
,
37.537725,-122.350286
,
37.537725,-122.294708
,
37.537725,-122.23913
,
37.537725,-122.183552
,
37.537725,-122.127974
,
37.537725,-122.072396
,
37.537725,-122.016818
,
37.537725,-121.96124
,
37.537725,-121.905662
,
37.537725,-121.850084
,
37.537725,-121.794506
,
37.537725,-121.738928
,
37.537725,-121.68335
,
37.537725,-121.627772
,
37.537725,-121.572194
,
37.537725,-121.516616
,
37.494227,-123.0728
,
37.494227,-123.017222
,
37.494227,-122.961644
,
37.494227,-122.906066
,
37.494227,-122.850488
,
37.494227,-122.79491
,
37.494227,-122.739332
,
37.494227,-122.683754
,
37.494227,-122.628176
,
37.494227,-122.572598
,
37.494227,-122.51702
,
37.494227,-122.461442
,
37.494227,-122.405864
,
37.494227,-122.350286
,
37.494227,-122.294708
,
37.494227,-122.23913
,
37.494227,-122.183552
,
37.494227,-122.127974
,
37.494227,-122.072396
,
37.494227,-122.016818
,
37.494227,-121.96124
,
37.494227,-121.905662
,
37.494227,-121.850084
,
37.494227,-121.794506
,
37.494227,-121.738928
,
37.494227,-121.68335
,
37.494227,-121.627772
,
37.494227,-121.572194
,
37.494227,-121.516616
,
37.450729,-123.0728
,
37.450729,-123.017222
,
37.450729,-122.961644
,
37.450729,-122.906066
,
37.450729,-122.850488
,
37.450729,-122.79491
,
37.450729,-122.739332
,
37.450729,-122.683754
,
37.450729,-122.628176
,
37.450729,-122.572598
,
37.450729,-122.51702
,
37.450729,-122.461442
,
37.450729,-122.405864
,
37.450729,-122.350286
,
37.450729,-122.294708
,
37.450729,-122.23913
,
37.450729,-122.183552
,
37.450729,-122.127974
,
37.450729,-122.072396
,
37.450729,-122.016818
,
37.450729,-121.96124
,
37.450729,-121.905662
,
37.450729,-121.850084
,
37.450729,-121.794506
,
37.450729,-121.738928
,
37.450729,-121.68335
,
37.450729,-121.627772
,
37.450729,-121.572194
,
37.450729,-121.516616
,
37.407231,-123.0728
,
37.407231,-123.017222
,
37.407231,-122.961644
,
37.407231,-122.906066
,
37.407231,-122.850488
,
37.407231,-122.79491
,
